sku_store,item_id,store_id,state_id,cat_id
HOBBIES_1_070_CA_1,HOBBIES_1_070,CA_1,CA,HOBBIES
HOBBIES_1_072_CA_1,HOBBIES_1_072,CA_1,CA,HOBBIES
HOBBIES_1_073_CA_1,HOBBIES_1_073,CA_1,CA,HOBBIES
HOBBIES_1_074_CA_1,HOBBIES_1_074,CA_1,CA,HOBBIES
HOBBIES_1_075_CA_1,HOBBIES_1_075,CA_1,CA,HOBBIES
HOBBIES_1_076_CA_1,HOBBIES_1_076,CA_1,CA,HOBBIES
HOBBIES_1_077_CA_1,HOBBIES_1_077,CA_1,CA,HOBBIES
HOBBIES_1_078_CA_1,HOBBIES_1_078,CA_1,CA,HOBBIES
HOBBIES_1_079_CA_1,HOBBIES_1_079,CA_1,CA,HOBBIES
HOBBIES_1_080_CA_1,HOBBIES_1_080,CA_1,CA,HOBBIES
HOBBIES_1_081_CA_1,HOBBIES_1_081,CA_1,CA,HOBBIES
HOBBIES_1_082_CA_1,HOBBIES_1_082,CA_1,CA,HOBBIES
HOBBIES_1_083_CA_1,HOBBIES_1_083,CA_1,CA,HOBBIES
HOBBIES_1_084_CA_1,HOBBIES_1_084,CA_1,CA,HOBBIES
HOBBIES_1_085_CA_1,HOBBIES_1_085,CA_1,CA,HOBBIES
HOBBIES_1_086_CA_1,HOBBIES_1_086,CA_1,CA,HOBBIES
HOBBIES_1_087_CA_1,HOBBIES_1_087,CA_1,CA,HOBBIES
HOBBIES_1_088_CA_1,HOBBIES_1_088,CA_1,CA,HOBBIES
HOBBIES_1_089_CA_1,HOBBIES_1_089,CA_1,CA,HOBBIES
HOBBIES_1_090_CA_1,HOBBIES_1_090,CA_1,CA,HOBBIES
HOBBIES_1_091_CA_1,HOBBIES_1_091,CA_1,CA,HOBBIES
HOBBIES_1_092_CA_1,HOBBIES_1_092,CA_1,CA,HOBBIES
HOBBIES_1_093_CA_1,HOBBIES_1_093,CA_1,CA,HOBBIES
HOBBIES_1_094_CA_1,HOBBIES_1_094,CA_1,CA,HOBBIES
HOBBIES_1_095_CA_1,HOBBIES_1_095,CA_1,CA,HOBBIES
HOBBIES_1_097_CA_1,HOBBIES_1_097,CA_1,CA,HOBBIES
HOBBIES_1_098_CA_1,HOBBIES_1_098,CA_1,CA,HOBBIES
HOBBIES_1_099_CA_1,HOBBIES_1_099,CA_1,CA,HOBBIES
HOBBIES_1_100_CA_1,HOBBIES_1_100,CA_1,CA,HOBBIES
HOBBIES_1_102_CA_1,HOBBIES_1_102,CA_1,CA,HOBBIES
HOBBIES_1_103_CA_1,HOBBIES_1_103,CA_1,CA,HOBBIES
HOBBIES_1_104_CA_1,HOBBIES_1_104,CA_1,CA,HOBBIES
HOBBIES_1_105_CA_1,HOBBIES_1_105,CA_1,CA,HOBBIES
HOBBIES_1_106_CA_1,HOBBIES_1_106,CA_1,CA,HOBBIES
HOBBIES_1_107_CA_1,HOBBIES_1_107,CA_1,CA,HOBBIES
HOBBIES_1_108_CA_1,HOBBIES_1_108,CA_1,CA,HOBBIES
HOBBIES_1_109_CA_1,HOBBIES_1_109,CA_1,CA,HOBBIES
HOBBIES_1_110_CA_1,HOBBIES_1_110,CA_1,CA,HOBBIES
HOBBIES_1_111_CA_1,HOBBIES_1_111,CA_1,CA,HOBBIES
HOBBIES_1_112_CA_1,HOBBIES_1_112,CA_1,CA,HOBBIES
HOBBIES_1_113_CA_1,HOBBIES_1_113,CA_1,CA,HOBBIES
HOBBIES_1_114_CA_1,HOBBIES_1_114,CA_1,CA,HOBBIES
HOBBIES_1_115_CA_1,HOBBIES_1_115,CA_1,CA,HOBBIES
HOBBIES_1_116_CA_1,HOBBIES_1_116,CA_1,CA,HOBBIES
HOBBIES_1_117_CA_1,HOBBIES_1_117,CA_1,CA,HOBBIES
HOBBIES_1_118_CA_1,HOBBIES_1_118,CA_1,CA,HOBBIES
HOBBIES_1_119_CA_1,HOBBIES_1_119,CA_1,CA,HOBBIES
HOBBIES_1_120_CA_1,HOBBIES_1_120,CA_1,CA,HOBBIES
HOBBIES_1_121_CA_1,HOBBIES_1_121,CA_1,CA,HOBBIES
HOBBIES_1_122_CA_1,HOBBIES_1_122,CA_1,CA,HOBBIES
HOBBIES_1_123_CA_1,HOBBIES_1_123,CA_1,CA,HOBBIES
HOBBIES_1_124_CA_1,HOBBIES_1_124,CA_1,CA,HOBBIES
HOBBIES_1_125_CA_1,HOBBIES_1_125,CA_1,CA,HOBBIES
HOBBIES_1_126_CA_1,HOBBIES_1_126,CA_1,CA,HOBBIES
HOBBIES_1_127_CA_1,HOBBIES_1_127,CA_1,CA,HOBBIES
HOBBIES_1_128_CA_1,HOBBIES_1_128,CA_1,CA,HOBBIES
HOBBIES_1_129_CA_1,HOBBIES_1_129,CA_1,CA,HOBBIES
HOBBIES_1_130_CA_1,HOBBIES_1_130,CA_1,CA,HOBBIES
HOBBIES_1_131_CA_1,HOBBIES_1_131,CA_1,CA,HOBBIES
HOBBIES_1_132_CA_1,HOBBIES_1_132,CA_1,CA,HOBBIES
HOBBIES_1_133_CA_1,HOBBIES_1_133,CA_1,CA,HOBBIES
HOBBIES_1_134_CA_1,HOBBIES_1_134,CA_1,CA,HOBBIES
HOBBIES_1_135_CA_1,HOBBIES_1_135,CA_1,CA,HOBBIES
HOBBIES_1_136_CA_1,HOBBIES_1_136,CA_1,CA,HOBBIES
HOBBIES_1_137_CA_1,HOBBIES_1_137,CA_1,CA,HOBBIES
HOBBIES_1_138_CA_1,HOBBIES_1_138,CA_1,CA,HOBBIES
HOBBIES_1_139_CA_1,HOBBIES_1_139,CA_1,CA,HOBBIES
HOBBIES_1_140_CA_1,HOBBIES_1_140,CA_1,CA,HOBBIES
HOBBIES_1_141_CA_1,HOBBIES_1_141,CA_1,CA,HOBBIES
HOBBIES_1_142_CA_1,HOBBIES_1_142,CA_1,CA,HOBBIES
HOBBIES_1_143_CA_1,HOBBIES_1_143,CA_1,CA,HOBBIES
HOBBIES_1_144_CA_1,HOBBIES_1_144,CA_1,CA,HOBBIES
HOBBIES_1_145_CA_1,HOBBIES_1_145,CA_1,CA,HOBBIES
HOBBIES_1_146_CA_1,HOBBIES_1_146,CA_1,CA,HOBBIES
HOBBIES_1_147_CA_1,HOBBIES_1_147,CA_1,CA,HOBBIES
HOBBIES_1_148_CA_1,HOBBIES_1_148,CA_1,CA,HOBBIES
HOBBIES_1_149_CA_1,HOBBIES_1_149,CA_1,CA,HOBBIES
HOBBIES_1_150_CA_1,HOBBIES_1_150,CA_1,CA,HOBBIES
HOBBIES_1_151_CA_1,HOBBIES_1_151,CA_1,CA,HOBBIES
HOBBIES_1_152_CA_1,HOBBIES_1_152,CA_1,CA,HOBBIES
HOBBIES_1_153_CA_1,HOBBIES_1_153,CA_1,CA,HOBBIES
HOBBIES_1_154_CA_1,HOBBIES_1_154,CA_1,CA,HOBBIES
HOBBIES_1_155_CA_1,HOBBIES_1_155,CA_1,CA,HOBBIES
HOBBIES_1_156_CA_1,HOBBIES_1_156,CA_1,CA,HOBBIES
HOBBIES_1_157_CA_1,HOBBIES_1_157,CA_1,CA,HOBBIES
HOBBIES_1_158_CA_1,HOBBIES_1_158,CA_1,CA,HOBBIES
HOBBIES_1_159_CA_1,HOBBIES_1_159,CA_1,CA,HOBBIES
HOBBIES_1_160_CA_1,HOBBIES_1_160,CA_1,CA,HOBBIES
HOBBIES_1_161_CA_1,HOBBIES_1_161,CA_1,CA,HOBBIES
HOBBIES_1_162_CA_1,HOBBIES_1_162,CA_1,CA,HOBBIES
HOBBIES_1_163_CA_1,HOBBIES_1_163,CA_1,CA,HOBBIES
HOBBIES_1_164_CA_1,HOBBIES_1_164,CA_1,CA,HOBBIES
HOBBIES_1_165_CA_1,HOBBIES_1_165,CA_1,CA,HOBBIES
HOBBIES_1_166_CA_1,HOBBIES_1_166,CA_1,CA,HOBBIES
HOBBIES_1_167_CA_1,HOBBIES_1_167,CA_1,CA,HOBBIES
HOBBIES_1_168_CA_1,HOBBIES_1_168,CA_1,CA,HOBBIES
HOBBIES_1_169_CA_1,HOBBIES_1_169,CA_1,CA,HOBBIES
HOBBIES_1_170_CA_1,HOBBIES_1_170,CA_1,CA,HOBBIES
HOBBIES_1_171_CA_1,HOBBIES_1_171,CA_1,CA,HOBBIES
HOBBIES_1_172_CA_1,HOBBIES_1_172,CA_1,CA,HOBBIES
HOBBIES_1_173_CA_1,HOBBIES_1_173,CA_1,CA,HOBBIES
HOBBIES_1_174_CA_1,HOBBIES_1_174,CA_1,CA,HOBBIES
HOBBIES_1_175_CA_1,HOBBIES_1_175,CA_1,CA,HOBBIES
HOBBIES_1_176_CA_1,HOBBIES_1_176,CA_1,CA,HOBBIES
HOBBIES_1_177_CA_1,HOBBIES_1_177,CA_1,CA,HOBBIES
HOBBIES_1_178_CA_1,HOBBIES_1_178,CA_1,CA,HOBBIES
HOBBIES_1_179_CA_1,HOBBIES_1_179,CA_1,CA,HOBBIES
HOBBIES_1_180_CA_1,HOBBIES_1_180,CA_1,CA,HOBBIES
HOBBIES_1_181_CA_1,HOBBIES_1_181,CA_1,CA,HOBBIES
HOBBIES_1_183_CA_1,HOBBIES_1_183,CA_1,CA,HOBBIES
HOBBIES_1_184_CA_1,HOBBIES_1_184,CA_1,CA,HOBBIES
HOBBIES_1_185_CA_1,HOBBIES_1_185,CA_1,CA,HOBBIES
HOBBIES_1_186_CA_1,HOBBIES_1_186,CA_1,CA,HOBBIES
HOBBIES_1_187_CA_1,HOBBIES_1_187,CA_1,CA,HOBBIES
HOBBIES_1_188_CA_1,HOBBIES_1_188,CA_1,CA,HOBBIES
HOBBIES_1_189_CA_1,HOBBIES_1_189,CA_1,CA,HOBBIES
HOBBIES_1_190_CA_1,HOBBIES_1_190,CA_1,CA,HOBBIES
HOBBIES_1_191_CA_1,HOBBIES_1_191,CA_1,CA,HOBBIES
HOBBIES_1_192_CA_1,HOBBIES_1_192,CA_1,CA,HOBBIES
HOBBIES_1_193_CA_1,HOBBIES_1_193,CA_1,CA,HOBBIES
HOBBIES_1_194_CA_1,HOBBIES_1_194,CA_1,CA,HOBBIES
HOBBIES_1_195_CA_1,HOBBIES_1_195,CA_1,CA,HOBBIES
HOBBIES_1_197_CA_1,HOBBIES_1_197,CA_1,CA,HOBBIES
HOBBIES_1_198_CA_1,HOBBIES_1_198,CA_1,CA,HOBBIES
HOBBIES_1_199_CA_1,HOBBIES_1_199,CA_1,CA,HOBBIES
HOBBIES_1_200_CA_1,HOBBIES_1_200,CA_1,CA,HOBBIES
HOBBIES_1_201_CA_1,HOBBIES_1_201,CA_1,CA,HOBBIES
HOBBIES_1_202_CA_1,HOBBIES_1_202,CA_1,CA,HOBBIES
HOBBIES_1_203_CA_1,HOBBIES_1_203,CA_1,CA,HOBBIES
HOBBIES_1_204_CA_1,HOBBIES_1_204,CA_1,CA,HOBBIES
HOBBIES_1_205_CA_1,HOBBIES_1_205,CA_1,CA,HOBBIES
HOBBIES_1_206_CA_1,HOBBIES_1_206,CA_1,CA,HOBBIES
HOBBIES_1_207_CA_1,HOBBIES_1_207,CA_1,CA,HOBBIES
HOBBIES_1_208_CA_1,HOBBIES_1_208,CA_1,CA,HOBBIES
HOBBIES_1_209_CA_1,HOBBIES_1_209,CA_1,CA,HOBBIES
HOBBIES_1_210_CA_1,HOBBIES_1_210,CA_1,CA,HOBBIES
HOBBIES_1_211_CA_1,HOBBIES_1_211,CA_1,CA,HOBBIES
HOBBIES_1_212_CA_1,HOBBIES_1_212,CA_1,CA,HOBBIES
HOBBIES_1_213_CA_1,HOBBIES_1_213,CA_1,CA,HOBBIES
HOBBIES_1_214_CA_1,HOBBIES_1_214,CA_1,CA,HOBBIES
HOBBIES_1_215_CA_1,HOBBIES_1_215,CA_1,CA,HOBBIES
HOBBIES_1_216_CA_1,HOBBIES_1_216,CA_1,CA,HOBBIES
HOBBIES_1_217_CA_1,HOBBIES_1_217,CA_1,CA,HOBBIES
HOBBIES_1_218_CA_1,HOBBIES_1_218,CA_1,CA,HOBBIES
HOBBIES_1_219_CA_1,HOBBIES_1_219,CA_1,CA,HOBBIES
HOBBIES_1_220_CA_1,HOBBIES_1_220,CA_1,CA,HOBBIES
HOBBIES_1_221_CA_1,HOBBIES_1_221,CA_1,CA,HOBBIES
HOBBIES_1_223_CA_1,HOBBIES_1_223,CA_1,CA,HOBBIES
HOBBIES_1_224_CA_1,HOBBIES_1_224,CA_1,CA,HOBBIES
HOBBIES_1_225_CA_1,HOBBIES_1_225,CA_1,CA,HOBBIES
HOBBIES_1_226_CA_1,HOBBIES_1_226,CA_1,CA,HOBBIES
HOBBIES_1_227_CA_1,HOBBIES_1_227,CA_1,CA,HOBBIES
HOBBIES_1_228_CA_1,HOBBIES_1_228,CA_1,CA,HOBBIES
HOBBIES_1_229_CA_1,HOBBIES_1_229,CA_1,CA,HOBBIES
HOBBIES_1_230_CA_1,HOBBIES_1_230,CA_1,CA,HOBBIES
HOBBIES_1_231_CA_1,HOBBIES_1_231,CA_1,CA,HOBBIES
HOBBIES_1_232_CA_1,HOBBIES_1_232,CA_1,CA,HOBBIES
HOBBIES_1_233_CA_1,HOBBIES_1_233,CA_1,CA,HOBBIES
HOBBIES_1_234_CA_1,HOBBIES_1_234,CA_1,CA,HOBBIES
HOBBIES_1_235_CA_1,HOBBIES_1_235,CA_1,CA,HOBBIES
HOBBIES_1_236_CA_1,HOBBIES_1_236,CA_1,CA,HOBBIES
HOBBIES_1_237_CA_1,HOBBIES_1_237,CA_1,CA,HOBBIES
HOBBIES_1_238_CA_1,HOBBIES_1_238,CA_1,CA,HOBBIES
HOBBIES_1_239_CA_1,HOBBIES_1_239,CA_1,CA,HOBBIES
HOBBIES_1_240_CA_1,HOBBIES_1_240,CA_1,CA,HOBBIES
HOBBIES_1_241_CA_1,HOBBIES_1_241,CA_1,CA,HOBBIES
HOBBIES_1_242_CA_1,HOBBIES_1_242,CA_1,CA,HOBBIES
HOBBIES_1_243_CA_1,HOBBIES_1_243,CA_1,CA,HOBBIES
HOBBIES_1_244_CA_1,HOBBIES_1_244,CA_1,CA,HOBBIES
HOBBIES_1_245_CA_1,HOBBIES_1_245,CA_1,CA,HOBBIES
HOBBIES_1_246_CA_1,HOBBIES_1_246,CA_1,CA,HOBBIES
HOBBIES_1_247_CA_1,HOBBIES_1_247,CA_1,CA,HOBBIES
HOBBIES_1_248_CA_1,HOBBIES_1_248,CA_1,CA,HOBBIES
HOBBIES_1_249_CA_1,HOBBIES_1_249,CA_1,CA,HOBBIES
HOBBIES_1_250_CA_1,HOBBIES_1_250,CA_1,CA,HOBBIES
HOBBIES_1_251_CA_1,HOBBIES_1_251,CA_1,CA,HOBBIES
HOBBIES_1_252_CA_1,HOBBIES_1_252,CA_1,CA,HOBBIES
HOBBIES_1_253_CA_1,HOBBIES_1_253,CA_1,CA,HOBBIES
HOBBIES_1_254_CA_1,HOBBIES_1_254,CA_1,CA,HOBBIES
HOBBIES_1_255_CA_1,HOBBIES_1_255,CA_1,CA,HOBBIES
HOBBIES_1_256_CA_1,HOBBIES_1_256,CA_1,CA,HOBBIES
HOBBIES_1_257_CA_1,HOBBIES_1_257,CA_1,CA,HOBBIES
HOBBIES_1_258_CA_1,HOBBIES_1_258,CA_1,CA,HOBBIES
HOBBIES_1_259_CA_1,HOBBIES_1_259,CA_1,CA,HOBBIES
HOBBIES_1_260_CA_1,HOBBIES_1_260,CA_1,CA,HOBBIES
HOBBIES_1_261_CA_1,HOBBIES_1_261,CA_1,CA,HOBBIES
HOBBIES_1_262_CA_1,HOBBIES_1_262,CA_1,CA,HOBBIES
HOBBIES_1_263_CA_1,HOBBIES_1_263,CA_1,CA,HOBBIES
HOBBIES_1_264_CA_1,HOBBIES_1_264,CA_1,CA,HOBBIES
HOBBIES_1_265_CA_1,HOBBIES_1_265,CA_1,CA,HOBBIES
HOBBIES_1_266_CA_1,HOBBIES_1_266,CA_1,CA,HOBBIES
HOBBIES_1_267_CA_1,HOBBIES_1_267,CA_1,CA,HOBBIES
HOBBIES_1_268_CA_1,HOBBIES_1_268,CA_1,CA,HOBBIES
HOBBIES_1_269_CA_1,HOBBIES_1_269,CA_1,CA,HOBBIES
HOBBIES_1_270_CA_1,HOBBIES_1_270,CA_1,CA,HOBBIES
HOBBIES_1_271_CA_1,HOBBIES_1_271,CA_1,CA,HOBBIES
HOBBIES_1_272_CA_1,HOBBIES_1_272,CA_1,CA,HOBBIES
HOBBIES_1_273_CA_1,HOBBIES_1_273,CA_1,CA,HOBBIES
HOBBIES_1_274_CA_1,HOBBIES_1_274,CA_1,CA,HOBBIES
HOBBIES_1_275_CA_1,HOBBIES_1_275,CA_1,CA,HOBBIES
HOBBIES_1_276_CA_1,HOBBIES_1_276,CA_1,CA,HOBBIES
HOBBIES_1_277_CA_1,HOBBIES_1_277,CA_1,CA,HOBBIES
HOBBIES_1_278_CA_1,HOBBIES_1_278,CA_1,CA,HOBBIES
HOBBIES_1_279_CA_1,HOBBIES_1_279,CA_1,CA,HOBBIES
HOBBIES_1_280_CA_1,HOBBIES_1_280,CA_1,CA,HOBBIES
HOBBIES_1_281_CA_1,HOBBIES_1_281,CA_1,CA,HOBBIES
HOBBIES_1_282_CA_1,HOBBIES_1_282,CA_1,CA,HOBBIES
HOBBIES_1_283_CA_1,HOBBIES_1_283,CA_1,CA,HOBBIES
HOBBIES_1_284_CA_1,HOBBIES_1_284,CA_1,CA,HOBBIES
HOBBIES_1_285_CA_1,HOBBIES_1_285,CA_1,CA,HOBBIES
HOBBIES_1_286_CA_1,HOBBIES_1_286,CA_1,CA,HOBBIES
HOBBIES_1_287_CA_1,HOBBIES_1_287,CA_1,CA,HOBBIES
HOBBIES_1_288_CA_1,HOBBIES_1_288,CA_1,CA,HOBBIES
HOBBIES_1_289_CA_1,HOBBIES_1_289,CA_1,CA,HOBBIES
HOBBIES_1_290_CA_1,HOBBIES_1_290,CA_1,CA,HOBBIES
HOBBIES_1_292_CA_1,HOBBIES_1_292,CA_1,CA,HOBBIES
HOBBIES_1_293_CA_1,HOBBIES_1_293,CA_1,CA,HOBBIES
HOBBIES_1_294_CA_1,HOBBIES_1_294,CA_1,CA,HOBBIES
HOBBIES_1_295_CA_1,HOBBIES_1_295,CA_1,CA,HOBBIES
HOBBIES_1_296_CA_1,HOBBIES_1_296,CA_1,CA,HOBBIES
HOBBIES_1_297_CA_1,HOBBIES_1_297,CA_1,CA,HOBBIES
HOBBIES_1_298_CA_1,HOBBIES_1_298,CA_1,CA,HOBBIES
HOBBIES_1_299_CA_1,HOBBIES_1_299,CA_1,CA,HOBBIES
HOBBIES_1_300_CA_1,HOBBIES_1_300,CA_1,CA,HOBBIES
HOBBIES_1_301_CA_1,HOBBIES_1_301,CA_1,CA,HOBBIES
HOBBIES_1_302_CA_1,HOBBIES_1_302,CA_1,CA,HOBBIES
HOBBIES_1_303_CA_1,HOBBIES_1_303,CA_1,CA,HOBBIES
HOBBIES_1_304_CA_1,HOBBIES_1_304,CA_1,CA,HOBBIES
HOBBIES_1_305_CA_1,HOBBIES_1_305,CA_1,CA,HOBBIES
HOBBIES_1_306_CA_1,HOBBIES_1_306,CA_1,CA,HOBBIES
HOBBIES_1_307_CA_1,HOBBIES_1_307,CA_1,CA,HOBBIES
HOBBIES_1_308_CA_1,HOBBIES_1_308,CA_1,CA,HOBBIES
HOBBIES_1_309_CA_1,HOBBIES_1_309,CA_1,CA,HOBBIES
HOBBIES_1_310_CA_1,HOBBIES_1_310,CA_1,CA,HOBBIES
HOBBIES_1_311_CA_1,HOBBIES_1_311,CA_1,CA,HOBBIES
HOBBIES_1_312_CA_1,HOBBIES_1_312,CA_1,CA,HOBBIES
HOBBIES_1_313_CA_1,HOBBIES_1_313,CA_1,CA,HOBBIES
HOBBIES_1_314_CA_1,HOBBIES_1_314,CA_1,CA,HOBBIES
HOBBIES_1_315_CA_1,HOBBIES_1_315,CA_1,CA,HOBBIES
HOBBIES_1_316_CA_1,HOBBIES_1_316,CA_1,CA,HOBBIES
HOBBIES_1_317_CA_1,HOBBIES_1_317,CA_1,CA,HOBBIES
HOBBIES_1_318_CA_1,HOBBIES_1_318,CA_1,CA,HOBBIES
HOBBIES_1_319_CA_1,HOBBIES_1_319,CA_1,CA,HOBBIES
HOBBIES_1_320_CA_1,HOBBIES_1_320,CA_1,CA,HOBBIES
HOBBIES_1_321_CA_1,HOBBIES_1_321,CA_1,CA,HOBBIES
HOBBIES_1_322_CA_1,HOBBIES_1_322,CA_1,CA,HOBBIES
HOBBIES_1_323_CA_1,HOBBIES_1_323,CA_1,CA,HOBBIES
HOBBIES_1_324_CA_1,HOBBIES_1_324,CA_1,CA,HOBBIES
HOBBIES_1_325_CA_1,HOBBIES_1_325,CA_1,CA,HOBBIES
HOBBIES_1_326_CA_1,HOBBIES_1_326,CA_1,CA,HOBBIES
HOBBIES_1_327_CA_1,HOBBIES_1_327,CA_1,CA,HOBBIES
HOBBIES_1_328_CA_1,HOBBIES_1_328,CA_1,CA,HOBBIES
HOBBIES_1_329_CA_1,HOBBIES_1_329,CA_1,CA,HOBBIES
HOBBIES_1_330_CA_1,HOBBIES_1_330,CA_1,CA,HOBBIES
HOBBIES_1_331_CA_1,HOBBIES_1_331,CA_1,CA,HOBBIES
HOBBIES_1_332_CA_1,HOBBIES_1_332,CA_1,CA,HOBBIES
HOBBIES_1_333_CA_1,HOBBIES_1_333,CA_1,CA,HOBBIES
HOBBIES_1_334_CA_1,HOBBIES_1_334,CA_1,CA,HOBBIES
HOBBIES_1_335_CA_1,HOBBIES_1_335,CA_1,CA,HOBBIES
HOBBIES_1_336_CA_1,HOBBIES_1_336,CA_1,CA,HOBBIES
HOBBIES_1_337_CA_1,HOBBIES_1_337,CA_1,CA,HOBBIES
HOBBIES_1_338_CA_1,HOBBIES_1_338,CA_1,CA,HOBBIES
HOBBIES_1_339_CA_1,HOBBIES_1_339,CA_1,CA,HOBBIES
HOBBIES_1_340_CA_1,HOBBIES_1_340,CA_1,CA,HOBBIES
